"","tweet_id","user_username","text","author_id","lang","conversation_id","possibly_sensitive","created_at","in_reply_to_user_id","user_protected","user_verified","user_location","user_name","user_description","user_created_at","user_url","user_pinned_tweet_id","user_profile_image_url","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id"
"782","1509630313261154313","Gidi_Traffic","RT @LovettSingleton: @Gidi_Traffic Check out this fantastic move! @LinkedIn, thanks for giving dyslexics the opportunity to list their uniq…","378809160","en","1509630313261154313",FALSE,"2022-03-31T20:34:48.000Z",NA,FALSE,TRUE,"Nigeria","GIDI","Delivering crucial content across news, lifestyle and human development, filtering the noise for you. Business Enquiries: info@giditraffic.com #SpacesHost","2011-09-23T21:09:00.000Z",NA,"1479692511585214471","https://pbs.twimg.com/profile_images/1622502423167221762/gR2PHYqn_normal.jpg",8,0,0,1017247,1014,1814392,6753,"retweeted","1509534466213130249","@Gidi_Traffic Check out this fantastic move! @LinkedIn, thanks for giving dyslexics the opportunity to list their unique and advantageous thinking style on their profession profiles. This is the side of the dyslexia coin we need to focus on. Neurodiversity rocks! https://t.co/NsRqaUX6Q9","en","494850616"
"783","1509630109174673409","MissMartinLL","RT @MissWebster_x: Primary 7O completed the Neurodiversity Quiz today and did so well! Swipe to see the winning teams! @StrathmorePS #Neuro…","1112803118306263046","en","1509630109174673409",FALSE,"2022-03-31T20:34:00.000Z",NA,FALSE,FALSE,NA,"Miss Martin","Acting Principal Teacher in Angus • MEd (Nursery/Early Years) at Dundee University • Seesaw Ambassador • Play • Transitions • Interactions","2019-04-01T19:45:13.000Z",NA,NA,"https://pbs.twimg.com/profile_images/1221049710213042181/m1bp2Ut__normal.jpg",2,0,0,529,2,577,999,"retweeted","1509572586002337796","Primary 7O completed the Neurodiversity Quiz today and did so well! Swipe to see the winning teams! @StrathmorePS #NeurodiversityCelebrationWeek ⭐️🌈 https://t.co/JRNhSPCqli","en","4764185691"
"784","1509629503416455168","TheLABSaga","RT @Sarah_Gamsey: Kicking off Autism Acceptance month tomorrow by rocking the rainbow to celebrate neurodiversity! #weseeyourtruecolors #au…","3280778851","en","1509629503416455168",FALSE,"2022-03-31T20:31:35.000Z",NA,FALSE,FALSE,NA,"Lessie Anderson","Assistant Principal at Willow Spring HS 👩🏽‍🏫 ΔΣΘ🔺🐘 #TARHEELAlum🎓#LeviLadenPhoenix❤️","2015-07-15T15:08:51.000Z",NA,NA,"https://pbs.twimg.com/profile_images/1481452509470367744/8BLxVhXk_normal.jpg",6,0,0,3773,11,909,1340,"retweeted","1509552890142154753","Kicking off Autism Acceptance month tomorrow by rocking the rainbow to celebrate neurodiversity! #weseeyourtruecolors #autsimacceptance https://t.co/NzWQJotSTo","en","4114721453"
"785","1509629422755848197","Layna_Winter","RT @DeniseHerbert17: Thank you, admin for allowing us to present on #neurodiversity @robyn_klim @FTS_Curriculum @ECLCMsThimons @Layna_Winte…","980858870762541057","en","1509629422755848197",FALSE,"2022-03-31T20:31:16.000Z",NA,FALSE,FALSE,"Freehold, NJ","Layna Winter","District Supervisor of Educational Services, Freehold Township School District. #FTS4RKIDS","2018-04-02T17:25:53.000Z","https://t.co/gz4khzqMoR",NA,"https://pbs.twimg.com/profile_images/1059311660765188097/G-KeGh3a_normal.jpg",2,0,0,359,1,99,216,"retweeted","1509542212140515329","Thank you, admin for allowing us to present on #neurodiversity @robyn_klim @FTS_Curriculum @ECLCMsThimons @Layna_Winter @FTSBrethauer https://t.co/Y0yU2nliJ7","en","1045332313188503552"
"786","1509628133036732429","BroadFutures","RT @ADHDJobs: Richard Branson posted a great article on LinkedIn today 🙌🏻

Dyslexic thinking has been added to LinkedIn’s recognised skill…","2193278270","en","1509628133036732429",FALSE,"2022-03-31T20:26:09.000Z",NA,FALSE,FALSE,"Washington, DC","BroadFutures","Revolutionizing the way young people with #learningdisabilities & #ADHD enter the workforce through holistic training, mentoring & paid #internships.","2013-11-14T01:24:13.000Z","https://t.co/ROxuY1uVf3",NA,"https://pbs.twimg.com/profile_images/1410599743479156753/GeFOuEx2_normal.jpg",4,0,0,5658,84,1438,2147,"retweeted","1509475753137688582","Richard Branson posted a great article on LinkedIn today 🙌🏻

Dyslexic thinking has been added to LinkedIn’s recognised skill set 👏🏻

Divergent thinkers and doers are very much needed in the workplace 💙

#DyslexicThinking #Dyslexic #Neurodivergent #Neurodiversity","en","1453333174210211844"
"787","1509628082189058060","GoniMoreno","RT @Laura_Ripani: Starting tomorrow!! April is Autism Awareness Month. We need to celebrate neurodiversity and what makes us unique. https:…","151317736","en","1509628082189058060",FALSE,"2022-03-31T20:25:56.000Z",NA,FALSE,FALSE,"Mar del Plata, Argentina","Rodrigo Goñi Moreno","Producción | Innovación | Ciudades. Radical 🇮🇩. Sec. ADG. Delegado FrenchTech 🇨🇵 Mar del Plata💖","2010-06-03T03:47:58.000Z","https://t.co/aCNGLV8jRy",NA,"https://pbs.twimg.com/profile_images/1185753762595594242/jLSXBkaM_normal.jpg",4,0,0,1002,5,1501,4392,"retweeted","1509627762293850113","Starting tomorrow!! April is Autism Awareness Month. We need to celebrate neurodiversity and what makes us unique. https://t.co/Z7mk4EqZHB","en","774302174"
"788","1509627858704027657","dbrodey","RT @ADHDJobs: Richard Branson posted a great article on LinkedIn today 🙌🏻

Dyslexic thinking has been added to LinkedIn’s recognised skill…","165881340","en","1509627858704027657",FALSE,"2022-03-31T20:25:03.000Z",NA,FALSE,FALSE,"Planet Brodey","dbrodey","Learning Disability Speaker. Writer @forbes, @psycom @valuable500, @themighty Author Elephant in the Playroom (Penguin). NEW in 2023 https://t.co/aeazxX8q6F","2010-07-12T19:48:34.000Z","https://t.co/LjTLqKzR9u","1623715453519507458","https://pbs.twimg.com/profile_images/1279614136704524289/0bLCU7s5_normal.jpg",4,0,0,12938,163,3223,2975,"retweeted","1509475753137688582","Richard Branson posted a great article on LinkedIn today 🙌🏻

Dyslexic thinking has been added to LinkedIn’s recognised skill set 👏🏻

Divergent thinkers and doers are very much needed in the workplace 💙

#DyslexicThinking #Dyslexic #Neurodivergent #Neurodiversity","en","1453333174210211844"
"789","1509627768593686529","poppicat","RT @profamandakirby: I am the same person 
before and after a diagnosis
BUT maybe you or I will change the way we see each other depending…","73888578","en","1509627768593686529",FALSE,"2022-03-31T20:24:42.000Z",NA,FALSE,FALSE,"Edinburgh","Laura-Alice","Edinburgh,Neurodivergent Mum of 1, loves cats and tea, she/her 🏳️‍🌈","2009-09-13T14:00:45.000Z",NA,NA,"https://pbs.twimg.com/profile_images/964502235928461313/nP5piCVo_normal.jpg",2,0,0,7099,9,154,136,"retweeted","1509618784423788549","I am the same person 
before and after a diagnosis
BUT maybe you or I will change the way we see each other depending on the label(s) we are given.
Embrace neurodiversity https://t.co/jN9lwlsGLy","en","88743145"
"790","1509627762293850113","Laura_Ripani","Starting tomorrow!! April is Autism Awareness Month. We need to celebrate neurodiversity and what makes us unique. https://t.co/Z7mk4EqZHB","774302174","en","1509627762293850113",FALSE,"2022-03-31T20:24:40.000Z",NA,FALSE,FALSE,NA,"Laura Ripani","Chief, Labor Markets and Social Security Division - Inter-American Development Bank. Opinions are my own. Check out our series on the future of Work 👇","2012-08-22T19:08:38.000Z","https://t.co/jHqxKAE2N1","1389224786333683714","https://pbs.twimg.com/profile_images/1052208914132070400/0Q7MHrKb_normal.jpg",4,14,0,2552,55,4569,3139,NA,NA,NA,NA,NA
"791","1509627673059991558","aspergerontario","RT @aspergerontario: Hey Friends! Check out this amazing article by @Deloitte and @auticoncanada as they embrace neurodiversity in the work…","38707613","en","1509627673059991558",FALSE,"2022-03-31T20:24:19.000Z",NA,FALSE,FALSE,"Ontario, Canada","ASO (formerly Aspergers Society of Ontario)","The only agency in Ontario solely devoted to serving those with Asperger's Syndrome / ASD Level 1 and their families. For support: info@asontario.org","2009-05-08T17:38:32.000Z","https://t.co/5Cy2ZV8HiK","1332084942050910209","https://pbs.twimg.com/profile_images/1326961970726264832/dy6Fr8b9_normal.jpg",2,0,0,661,124,4289,2337,"retweeted","1509627603073835011","Hey Friends! Check out this amazing article by @Deloitte and @auticoncanada as they embrace neurodiversity in the workplace! 🧩

https://t.co/JFUhjviJfY","en","38707613"
"792","1509627603073835011","aspergerontario","Hey Friends! Check out this amazing article by @Deloitte and @auticoncanada as they embrace neurodiversity in the workplace! 🧩

https://t.co/JFUhjviJfY","38707613","en","1509627603073835011",FALSE,"2022-03-31T20:24:02.000Z",NA,FALSE,FALSE,"Ontario, Canada","ASO (formerly Aspergers Society of Ontario)","The only agency in Ontario solely devoted to serving those with Asperger's Syndrome / ASD Level 1 and their families. For support: info@asontario.org","2009-05-08T17:38:32.000Z","https://t.co/5Cy2ZV8HiK","1332084942050910209","https://pbs.twimg.com/profile_images/1326961970726264832/dy6Fr8b9_normal.jpg",2,3,1,661,124,4289,2337,NA,NA,NA,NA,NA
"793","1509626916646662153","caspar64","https://t.co/h8KBW3lTUc founder Victoria discusses supporting Siblings who care for siblings with intellectual and developmental disabilities on https://t.co/1fPtmSEVap 
#womenshistorymonth #autismsiblings #thesocialchase #autism #neurodiversity #thelettercritters #akalaka","250355453","en","1509626916646662153",FALSE,"2022-03-31T20:21:19.000Z",NA,FALSE,FALSE,NA,"Helen T","Wife, mom & friend.  Son with autism. Photographer Volunteer:Autism Speaks, Granville Academy, Special Olympics Coach, Toastmasters, Letter Critters book:","2011-02-10T23:00:39.000Z","https://t.co/TMX5IqWRVL",NA,"https://pbs.twimg.com/profile_images/1078863844401954816/9ns6FMRu_normal.jpg",0,0,0,4276,4,182,464,NA,NA,NA,NA,NA
"794","1509626447543025671","NimaQueer","صرفا تفاوتیه که ساختارهای اجتماعی و اقتصادی براش جا رو تنگ کرده و تلاش خیلی از فعالان در این زمینه، جا باز کردن برای افرادیه که از نظر ذهنی و روانی، متنوع هستند (neurodiversity). 

🌹","320167704","fa","1509267700467613704",FALSE,"2022-03-31T20:19:27.000Z","320167704",FALSE,FALSE,"Toronto, Ontario","نیما یاجم","او/they/them فعال کوییر و هنرمند ترنس نان باینری","2011-06-19T12:37:44.000Z",NA,"1589412939328819200","https://pbs.twimg.com/profile_images/1626889090116222976/Wg93z3CU_normal.jpg",0,18,0,1386,8,470,607,NA,NA,NA,NA,NA
"795","1509626446326681601","NimaQueer","چند نوشته میذارم برای کسانی که میخوان بیشتر مطالعه کنن:

https://t.co/AOmwOXBLGL

این مطلب برای کوییرهایی که به تازگی فهمیدن ADHD دارن هست:

https://t.co/IPezRhlRFW

در نهایت، به این اشاره کنم که ADHD نوعی neurodiversity (تفاوت های ذهنی و روانی) هست، نه اختلال و بیماری…۸","320167704","fa","1509267700467613704",TRUE,"2022-03-31T20:19:26.000Z","320167704",FALSE,FALSE,"Toronto, Ontario","نیما یاجم","او/they/them فعال کوییر و هنرمند ترنس نان باینری","2011-06-19T12:37:44.000Z",NA,"1589412939328819200","https://pbs.twimg.com/profile_images/1626889090116222976/Wg93z3CU_normal.jpg",1,17,0,1386,8,470,607,NA,NA,NA,NA,NA
"796","1509626186548269063","olynpuss","RT @neilmcrowther: The Welsh Senned is consulting on an update of its Learning Disability Strategy.  The Scottish Government is planning a…","1248351519730290688","en","1509626186548269063",FALSE,"2022-03-31T20:18:25.000Z",NA,FALSE,FALSE,NA,"Lady Olynpuss of Shaldonia ☮️#EnoughisEnough","Retired Headteacher and wife; always say the truth as I see it. Love animals, nature and a few humans; 2 dogs, 2 cats, 2 horses and 6 hens! 1 son.","2020-04-09T20:46:32.000Z",NA,NA,"https://pbs.twimg.com/profile_images/1504066643718193153/BOCWafXY_normal.jpg",8,0,0,68280,0,1263,2065,"retweeted","1509537985708048392","The Welsh Senned is consulting on an update of its Learning Disability Strategy.  The Scottish Government is planning a Learning Disability, Autism &amp; Neurodiversity Bill. The UK Government has given backing to the toothless, nonstrategic, empty Private Members Down Syndrome Bill","en","327652235"
"797","1509625960781398018","softmilieu","To all the teachers that understand the neurodiversity of their students and allow writing to be turned in on an individual's timeline, thank you for being a rarity of empathy in academia.","1445132264459829248","en","1509625960781398018",FALSE,"2022-03-31T20:17:31.000Z",NA,FALSE,FALSE,NA,"Julia 서 주연","Current RA in brain and behavior lab @ UH Manoa. Interests in perception, phenomenology, drugs and neuroscience. Still finding my way❤️","2021-10-04T21:02:49.000Z","https://t.co/R9Yoj0uVuw","1485875548404387840","https://pbs.twimg.com/profile_images/1455689982442491904/n4scDOaR_normal.jpg",0,3,0,226,0,85,541,NA,NA,NA,NA,NA
"798","1509659196949680128","Flashman2112","RT @myspecial3girls: Happy #followfriday In a 🌍that is increasingly bleak 😔I try &amp; tweet to invoke a little smile 😊 Meet my wonderful 3;Oli…","155164824","en","1509659196949680128",FALSE,"2022-03-31T22:29:35.000Z",NA,FALSE,FALSE,"East Sussex","Mark Eastes","(Mature) Geology graduate and WEM MSc from University of Brighton. Not much of a fan of the tories or brexit. RT’s usually endorsements.","2010-06-13T08:42:53.000Z",NA,NA,"https://pbs.twimg.com/profile_images/611634718736535556/2SUHm5pY_normal.jpg",6,0,0,30253,0,1301,1733,"retweeted","1509656803331743745","Happy #followfriday In a 🌍that is increasingly bleak 😔I try &amp; tweet to invoke a little smile 😊 Meet my wonderful 3;Olivia 21. Sophie 18 &amp; Evie 13 who have a syndrome so rare it was only named a few years ago &amp; they helped genetic science find it ⭐️ #Neurodiversity #bekind 🥰 https://t.co/W6PlKClQ5P","en","3242111182"
"799","1509658810071277570","GrahamYvonna","Scheduling can be fluid...and respond to the needs of the day.

Individual Scheduling For Home School Freedom: https://t.co/Yt3LB19Pt6

#neurodiversity #homeEd #homeschool #TeachingParent #unschool https://t.co/1Quu416ctn","4437630798","en","1509658810071277570",FALSE,"2022-03-31T22:28:03.000Z",NA,FALSE,FALSE,"Pagosa Springs, CO","Yvonna Graham","Co-author: Dyslexia Tool Kit. Tweet / RT about dyslexia and all neurodiversity with emphasis on the gifts divergent thinkers bring to the world.","2015-12-03T03:11:12.000Z","https://t.co/8bWPzNoui5","806897256939057152","https://pbs.twimg.com/profile_images/769210842600476672/K13cYQhK_normal.jpg",1,1,0,27593,49,1869,1506,NA,NA,NA,NA,NA
"800","1509657782999564292","NarinderKalsi01","RT @myspecial3girls: Happy #followfriday In a 🌍that is increasingly bleak 😔I try &amp; tweet to invoke a little smile 😊 Meet my wonderful 3;Oli…","249382845","en","1509657782999564292",FALSE,"2022-03-31T22:23:58.000Z",NA,FALSE,FALSE,"London, England","Narinder Kalsi","BBC News Desk Editor. Likes and retweets are not endorsements, views (rarely expressed) my own. NarinderKalsiBBC@mastodonapp.uk","2011-02-08T23:04:42.000Z",NA,NA,"https://pbs.twimg.com/profile_images/1488862870934855685/I-QbS3CN_normal.jpg",6,0,0,7101,6,667,1485,"retweeted","1509656803331743745","Happy #followfriday In a 🌍that is increasingly bleak 😔I try &amp; tweet to invoke a little smile 😊 Meet my wonderful 3;Olivia 21. Sophie 18 &amp; Evie 13 who have a syndrome so rare it was only named a few years ago &amp; they helped genetic science find it ⭐️ #Neurodiversity #bekind 🥰 https://t.co/W6PlKClQ5P","en","3242111182"
"801","1509657647032774658","CockertonMark","RT @myspecial3girls: Happy #followfriday In a 🌍that is increasingly bleak 😔I try &amp; tweet to invoke a little smile 😊 Meet my wonderful 3;Oli…","1298479236","en","1509657647032774658",FALSE,"2022-03-31T22:23:25.000Z",NA,FALSE,FALSE,"Hull, UK City of Culture 2017","Mark Cockerton","40 years in NHS. Manages urgent healthcare services. Don’t blame me - I didn’t vote for little Britain. Striving to be woke. #PatientsBeforeProfit #HullCityAFC","2013-03-25T09:10:44.000Z",NA,"1578350765785030659","https://pbs.twimg.com/profile_images/1608400341158043648/epDEdXmE_normal.jpg",6,0,0,62104,89,29155,18602,"retweeted","1509656803331743745","Happy #followfriday In a 🌍that is increasingly bleak 😔I try &amp; tweet to invoke a little smile 😊 Meet my wonderful 3;Olivia 21. Sophie 18 &amp; Evie 13 who have a syndrome so rare it was only named a few years ago &amp; they helped genetic science find it ⭐️ #Neurodiversity #bekind 🥰 https://t.co/W6PlKClQ5P","en","3242111182"
"802","1509656803331743745","myspecial3girls","Happy #followfriday In a 🌍that is increasingly bleak 😔I try &amp; tweet to invoke a little smile 😊 Meet my wonderful 3;Olivia 21. Sophie 18 &amp; Evie 13 who have a syndrome so rare it was only named a few years ago &amp; they helped genetic science find it ⭐️ #Neurodiversity #bekind 🥰 https://t.co/W6PlKClQ5P","3242111182","en","1509656803331743745",FALSE,"2022-03-31T22:20:04.000Z",NA,FALSE,FALSE,"Hull, England","Jo","Olivia,Sophie&Evie’s Mum😍 All 3 have a very rare genetic disability.I fight each day for their health & happiness. 💙NHS. ProEU.🇪🇺 Tories out.🤬Be Kind.💛","2015-05-08T16:10:11.000Z",NA,"1480692271351795717","https://pbs.twimg.com/profile_images/1517090327621951488/uU2m-QDu_normal.jpg",6,134,1,14032,8,5169,4536,NA,NA,NA,NA,NA
"803","1509656312430407682","HeartEdge_","RT @jpuddlegoose: I've FINALLY got round to collating all the #ShutIOU! We've explored lived experience of disability, neurodiversity &amp; chu…","828400816595881984","en","1509656312430407682",FALSE,"2022-03-31T22:18:07.000Z",NA,FALSE,FALSE,NA,"HeartEdge","Initiated by St Martin-in-the-Fields, we are churches working at the heart of culture, community and commerce, with those at the margins and on the edge.","2017-02-06T00:32:00.000Z","https://t.co/MT5vTPvX5B",NA,"https://pbs.twimg.com/profile_images/1561681578652205057/_oUUb-Ee_normal.jpg",3,0,0,40559,0,3862,4747,"retweeted","1509612256576909317","I've FINALLY got round to collating all the #ShutIOU! We've explored lived experience of disability, neurodiversity &amp; church from the early days of pandemic to now. Thanks to @heartedge, wonderful speakers &amp; everyone who's joined the conversations https://t.co/vmxExzQCMw","en","3459199997"
"804","1509656239554371591","ahmetasabanci","“Neurodiversity is challenging not whether mental illness exists, but the idea of the normal body mind, normal brain, normal cognition and so forth.”

via @getmatterapp

https://t.co/T16sDo99Ht","55941547","en","1509656239554371591",FALSE,"2022-03-31T22:17:50.000Z",NA,FALSE,TRUE,"GMT+3","Ahmet Alphan Sabancı","Writer, generalist, expert of weird and deadly interesting futures | Head of Strategy&Newsletter Editor: @newslabturkey | https://t.co/9Z1A8ByHnI","2009-07-11T21:57:52.000Z","https://t.co/OmwLS2f1Rb","1592285795523907585","https://pbs.twimg.com/profile_images/1586080044983762944/k4HcKlrW_normal.jpg",0,3,0,30735,159,8032,1736,NA,NA,NA,NA,NA
"805","1509655950218694658","eiffel_71","RT @LBGplc: This #AutismAcceptanceWeek we're celebrating all of our #neurodiverse colleagues.

Heidi shares her experience of diagnosis and…","14480221","en","1509655950218694658",FALSE,"2022-03-31T22:16:41.000Z",NA,FALSE,FALSE,"Gosport, England","Jess 💙","Late diagnosed Aspie. @GosportBFC fan. Proud sponsor of @bekah_tonks of @MoneysFCWomen. @Lionesses @TheGangENG 2015 inductee.","2008-04-22T20:48:48.000Z",NA,NA,"https://pbs.twimg.com/profile_images/1620033589655093249/V0VZkeGS_normal.jpg",51,0,0,122263,33,4146,5001,"retweeted","1508345645328863236","This #AutismAcceptanceWeek we're celebrating all of our #neurodiverse colleagues.

Heidi shares her experience of diagnosis and navigating the challenges of the workplace with support from her line manager and colleague networks: https://t.co/eaddmTN1wL https://t.co/zP6IaeZotd","en","747014936"
