,tokenized_text,is_after_split_date
0,podcast dee caunt shares thoughts organisations support employees benefit unique strengths,False
1,important moment profession choose destiny every term use action take flow effect yes encourage follow movement consider chucking disorder autism spectrum disorder,False
2,mean tag important question reflect interesting consider movement idea therapy shouldnt fix people support reach goals,False
3,fuck people pretend care doesnt lead behavior personally dislike might well rewrite meme dont care condition makes less able polite need polite,False
4,sensoryfriendly today world,False
5,fucking bloody scorpi h private settings r fans gonna find us singlehandedly rebranding chronic pain mental illness disability depressing cute,False
6,merch,False
7,leveraging systems gain competitive advantage life wired different podcast,False
8,outdoors handson whenever possible homeschool science students dyslexia,False
9,three youths autism chennai india show world powerful impact technology lives people,False
10,special power words time intervene e e leadership wrote almost two years ago however speaking need revise write spec ed,False
11,know need look embrace discovered today already believe power open millions new minds,False
12,overwhelming amount published poetry emerges majority social human signs poetry thread e g landing hamilton,False
13,threads carrds think pretty informative includes tourettes syndrome juneteenth psychosis,False
14,clinical terminology never therapy use clinical language someone working community system since seen young sheldon know bunch stories childhood,False
15,course lgbt rights think discussed well sensory issues hypersensitive etc,False
16,friend hanging together,False
17,someone anxiety depression cycles whole life relate would perform theatre dance fine outside im introverted someone w executive function challenges athletes overlaps w forced communication abuse,False
18,care issues greater doesnt mean confident dont suffer,False
19,autism disability,False
20,monday movie madness starting join us serious zoolander discussion last movie month big whoisnext reveal,False
21,monday movie madness starts five minutes hop talk zoolander last movies month find covering next,False
22,likely adhd sort,False
23,sufferer severe cptsd gad new idea,False
24,days chalk def love friend machines,False
25,youtube,False
26,tackle particularly game industry important realize lot us already gamedev attracts people anxiety arent likely tell anxious people excel smaller less formal groups,False
27,yes yes yes case overly clear yes mean non existent also misnomer differences far accurate let honest,False
28,need virtual assistant molds life understand pls share,False
29,specialize helping women accomplish goals todos pls share,False
30,need help getting things done need virtual assistant share,False
31,thank mentioning first series sfwa im working,False
32,speaker faizan ul haq senior lums recently wrote students experience navigating pandemic digital inclusion pakistan june pm fb twt,False
33,speaker anushay mazhar founder psychology graduate ucl shes also pursuing masters developmental neuroscience psychotherapy digital inclusion pakistan june pm fb twt,False
34,session moderated research manager working intersection gender technology since past years digital inclusion pakistan june pm fb twt,False
35,discussion based faizans wonderful article highlighting experience adapting online classes w adhd also discuss pros cons online learning students,False
36,know even people latest blog post talk creating,False
37,important raise awareness links ehlersdanlos syndromes hypermobility spectrum disorders joint hypermobility syndromes cooccurring conditions fibro chronic fatigue gi anxiety,False
38,reminder simple fact opinion taken differently depending whether youre white black male female imagine tweet interaction medical professional intersectional issue,False
39,discussing digital inclusion pakistan upcoming podcast speakers faizan ul haq share challenges occur adults navigate online spaces june pm fb twt,False
40,happy lgbt remembering particular face additional adversity race disability gender religion age rainbow reason diverse,False
41,dont know counts disability really isnt talked example people ive talked havent heard heres information page,False
42,foxes love cartoon reminds ridiculous dont look autistic comments,False
43,talk speak future workplace must include perspectives book tickets,False
44,companies training knew experience telling company nightmare could open discrimination workplace mental health act updated better protection adhd men women work place,False
45,arent upset thing said excellent thread intersection blackness relating earlier thread adhd nd people black people frequently tone policed people,False
46,good morning enormously excited proud share school toolkit eds jhs hypermobility free resource thanks teachers answering queries difficult covid year led content happy answer questions,False
47,increase awareness gender diversity decided use event give insight means help workforce help got fantastic speakers,False
48,sorry press issues unacceptable anxiety come many sources including sad trauma maybe additional ways give control pressfacing situation e g video statement press written statement delay etc,False
49,happy drafts proposals flag people reddit thread discussing sexual orientation duh nagging liking colours,False
50,autistic peeps special interests bring tons joy great talk people multiple interests change time one dont special interests varies,False
51,path byline sensory supportive context design context design rather context metadesign heart personal first open commons based emergent,False
52,milestones missed excluded people accessibility barriers still dream experiencing one day,False
53,autism acceptance continues please repost understanding appreciate beauty nature things told true debunking myths autism,False
54,episode fabulously tourette episode talk tourette syndrome tiktok politics twitter orap china pushup videos,False
55,different people different hurdles climb gain support life equal,False
56,also think nuance lost among people intolerant lateness theyre assholes find dealing lateness difficult due,False
57,use energy hugely effective craft also effective day day learning much since open fascinating fascinating,False
58,dyslexia assessments provide assessments legal education employment purposes provide assessments zoom facetoface psychologists experience related conditions,False
59,great work digital data technology team partnered uk evaluate current offering resulting recommendations check case study,False
60,info dyslexia foreign languages,False
61,night watchman theory via,False
62,,False
63,bpd believed physically alters way brainspecifically frontal cortex main controller emotional control deduction making looks bpd diagnosed mri scan,False
64,nothing eyeroll inducing awareness campaign years behind community terrific piece important conversations community,False
65,recent survey found could benefit hiring greater number individuals many cybersecurity firms complaining skills shortage certainly something could encouraged take look,False
66,lgbtqia train rt cosplay selfie flag soph genderqueer gay mess loves gaming reading wants go gender sexuality research,False
67,vp technology md engaged discussion eminent panelists address concept listen people go agenda meetings highlighted read,False
68,june sending love solidarity followers,False
69,intersectional approaches disability race july department delighted supporting flipped webinar part intersectional disability reading group info,False
70,urgent help running time,False
71,stay tuned fascinating discussion diversity inclusion,False
72,promoting within workplace something specialisterne strive achieve delighted hear companies promoting diversity inclusion workplace,False
73,delighted involved hoping bit culture shift conceptions gp original article language uses around well done hope get word,False
74,vp technology md engaged discussion eminent panelists address concept listen people go agenda meetings highlighted read,False
75,please get tickets guildford fringe show five weeks time gag packed show politics back room star inn pm heard radio,False
76,hey heres post might missed read essentialness selfcare,False
77,urgent help running time,False
78,little addition good online test autism spectrum diagnostic tool helps see main decisive factors things adhd well autism simply put graphic,False
79,literally love uplifting interesting informative fun generous joyous everyone thank brilliant sharing lives us enhancing understanding,False
80,vp technology md engaged discussion eminent panelists address concept listen people go agenda meetings highlighted read,False
81,another excellent article prof amanda kirby read,False
82,shout priors field school godalming registering take part celebration,False
83,month sharing interesting articles viewpoints lgbtq issues perspective anything would like share us please get touch,False
84,often informs experience gender sexuality community many overlapping issues affecting lgbtq individuals thread,False
85,today beginning pride month stand unequivocal solidarity support lgbtq individuals many members community also members lgbtq community thread,False
86,kelly grainger diagnosed autism years corporate world celebrated work raising awareness understanding autism workplace,False
87,someone needs educate officials french open regarding sensitivity awareness shame without sensitivity,False
88,service nationally commissioned england referred also agree common services like supporting children mental health difficulties often comorbid physical conditions need step change funding,False
89,yes seems real issue mainstream schools uk moment symptom cash time starved school system,False
90,getting song stuck head different experience vs neurotypical brains,False
91,im discussing autism gut health nori abdullah patricia rivera ivs whitbread curious fearless thursday jun pm gmt join us,False
92,learn,False
93,husband together since high school managed learning together slowly patiently learning best communicate long wonderful journey,False
94,cannot emphasised shared enough credit op sharers images via fb,False
95,vp technology md engaged discussion eminent panelists address concept listen people go agenda meetings highlighted read,False
96,eclasses bring extra challenges kids dyslexia heres ways help online school success dyslexia,False
97,operation tango find,False
98,paul mel checking brand new release operation tango five minutes,False
99,congratulations temple grandin schools graduates proud look forward seeing life takes,False
100,conflict surgery june st request resources around,False
101,autism storm different boat,False
102,listen peter mckenna specialisterne board member head enterprise data analytics speaking ceo promoting inclusion workplace,False
103,forgot bad insomnia one night without sleep meds im staring ceiling hours upon hours fuck fuck,False
104,understanding could critical role book link,False
105,grab,False
106,neurodivergence celebrate special rainbow worm shape pride symbol worm remind differences make us stronger even theyre hard sometimes,False
107,im working site spreading awareness something youd interested joining,False
108,wrong movement still self advocacy inclusivity fighting supports accommodations autistics adw spreads bs,False
