,tokenized_text,is_after_split_date
0,register free ticket eventbrite please note people live dacorum district hemel hempstead berkhamstead tring,True
1,demand people return office look make workspace inclusive accommodations disability like remote work example things find enjoy,True
2,daughter different stages nhs process hope work create safe supportive online space share real stories signposting evidenceinformed research girls women,True
3,also ableism non verbal assumed mean non thinking society general non cooperative authority figures like police teachers need better understanding mental health conditions society particularly power,True
4,political activist meme relating freedom expression relating culture proving point,True
5,political activist meme relating freedom expression relating culture violates social media community guidelines social media account risk shut due violating social media community guidelines remember,True
6,broken two categories people neurotypical,True
7,broken two categories people neurotypical one need go read book please disturbing people,True
8,yeah sadly easily believe also training good either,True
9,thanks hane heres blogs mine diagnosis might relevant,True
10,georgia approach influencing organisation writes ceo james grant,True
11,mindset ableist nature idea order autistic need extreme autistic traits isnt true incredibly gatekeepy lack better term broad spectrum,True
12,like use words people understand describe emotions actions could simply described,True
13,think people might feel odd profiting communities arent apart lot makers part lgbtq community sure far goes autistic though wouldnt mind related pours time got away,True
14,lmaoo fr executive function staying reliable whirlwind combo creative explorer makes tornado wizard oz look like subtle breeze ill take w progress considering couldnt even work home piles,True
15,indeed friend started network n mentor high school students one autistic students excelled physics fellow pursuing phd physics cure discrimination autism,True
16,terminology article neurodiversityfriendly,True
17,okay steve silberman liking one tweets really cool follow main account urge well keen learning autistic perspective,True
18,book superb insightful sparklingly clear writing need paperback version india,True
19,neurodivergence provoking new mind sight via,True
20,change narrative adhd,True
21,mean wasnt wrong thanks mom,True
22,convos culture power marginalization often case decades therapy medications yeah still struggles behavioral tendencies annoying others,True
23,qr codes ausome book club current book recommendation lists,True
24,giving talk monday may farsi language speakers lot farsi speaker followers twitter thought share applicable interested send zoom link,True
25,adhd add people blossom plenty outdoor exercise handson learning practical tips add adhd tips teachers parents,True
26,use big words show please rt,True
27,ableist bs doesnt help sadly many dont get enough food kids need enough food begin please learn disabilities,True
28,finished working show sound everywhere tour,True
29,happy last day ty cozy shirt,True
30,seek get medical information test levels possible autism since deal anxiety disorder adhd identify female man body refer called non binary feels dislike hate towards apparently rampant,True
31,congratulations jackie oh heart cannot wait read see literary world powerhouse palestine representation,True
32,affirming practice double empathy changing individuals looking environments including people around cyp considering autistic communication learning styles strengths egmonotropism,True
33,words disgusting dislike asprigers people disabilities neuro diverse like half filipino asian son similar issues like definition hate disagree like truth towards,True
34,check podcast see developmental peds awhile make sure ieps place school patient trust engagement makes things better perfect goal child find support parents,True
35,make fun make fun people dork ass losers reasons control awesome best people know autistic,True
36,recommending primary teachers stormbreak,True
37,way think move act communicate pro,True
38,forced internalise capitalist logic overwork rigidity hierarchy competition status anxiety makes impossible us fulfil potential endangers people lives writes,True
39,chameleon supports families children,True
40,carol stock kranowitz sync child,True
41,honouring autistic communication practice training opportunity tuesday,True
42,knowing stops local anaesthetics pain killers working properly didnt doom osteopenia etc doomed pain without relief,True
43,importance youve got minutes listen clip lived experience powerful tool understand,True
44,explore best practices harnessing power nd episode podcast series,True
45,nd episode podcast series focuses power drive transformation sustainable growth hear progressive businesses adjusting approach,True
46,used every day worked office realised started working home needed office manage since realised may need manage weirdo nervous system well recommitting,True
47,rting tweet think ones important,True
48,enjoying new tshirt immensely,True
49,would idk gayness yeah,True
50,careful start suggesting chemistry physics involved might put research psychologists work would terrible definitely mean would left scientifically pathologize oppressed peoples,True
51,walled garden coming back life dawn chorus walk silly oclock welcomed back first group therapeutic forest children autism sowing wildflowers good back feels like home already,True
52,pm finding autistic pride times struggle pm socialism pm amanda hind autistic women ethinicty pm journey,True
53,sat kelly given cochair disabled employee network learn autism neurodivergence support autistic individuals community read story,True
54,tour talk trisha gupta biodiversity may pm sandy spring museum bentley rd sandy spring md rsvp,True
55,well tell rest world amount times ive heard used context autistic adhd staggering friend judy doesnt change languages change due majority usage correct usage,True
56,offers tech leaders esg opportunity,True
57,nhs developing training autistic peer support workers consultation involved many people emphatic input include curriculum yet excluded fit beliefs,True
58,thing think read last bit hope sort accidentally reminds us always issue labor course,True
59,sensory friendly solutions podcast,True
60,autism parentsyour childs differences taught reevaluate learning process made stronger,True
61,servicenow apprentices perform daytoday support maintenance work teams develop solutions processes reports dashboards servicenow coordinate efforts within teams months avg pay k remote apply may,True
62,java apprentices build solutions client problems programming methods tools validates solutions assist writing technical approach design documentation required months avg pay k remote apply may,True
63,salesforce apprentices build manage salesforce solutions security reports components workflows assist writing technical approach design documentation required months avg pay k remote apply may,True
64,data analytics apprentices perform development maintenance operations suite advanced analytical econometric ai models business intelligence tools using python sql months avg pay k remote apply may,True
65,unschooling excellent choice dyslexia,True
66,autistic literalness attempt smartass please rt,True
67,stepping way green charity climate change defining crisis time happening even quickly feared billions tonnes c released,True
68,im real wild child savage girls wild boys history feral children michael newton beast within history werewolf adam douglas,True
69,busting misconceptions tech solutions changing world every day people dyslexia literacy differences,True
70,companies strategies great seen value,True
71,creator dr octopus nonlinear thinker creating global mycelium network atypical thinkers thank,True
72,jon trying think say reply tweet saw jo said much better would nt art really resonates helps thinking etc synch better nd nearest dearest,True
73,sounds familiar,True
74,speak kindly kids struggle todays world,True
75,didnt target likely least likely get pain relief also likely get osteopenia whole load thinks collagen faulty,True
76,despite strengths talents highiq adults adhd demonstrate cognitive difficulties functional impairments comorbidities highiq adults without adhd via,True
77,puzzle piece outdated offensive hate symbol meaning puzzling condition needs fixed fit correct symbol autism gold infinity rainbow infinity general,True
78,puzzle piece outdated offensive hate symbol meaning puzzling condition needs fixed fit correct symbol autism gold infinity rainbow infinity general,True
79,puzzle piece outdated offensive hate symbol meaning puzzling condition needs fixed fit correct symbol autism gold infinity rainbow infinity general,True
80,laboured process best times makes extremely difficult variable everyone nobody sees feels smells tastes hears stuff makes worse people drink smoke eat,True
81,identity im used people judging stupid lacking capacity true clumsy forgetful cant remember pretty much anything lot people learnt hard way mistake underestimate intelligence,True
82,looking academic remembers obscure texts quotes girl want one understands might part talking help people understand different ways thinking,True
83,excellent approach necessary adjustments might look strange even tedious set beginning payoff always worth dont afraid something different make life easier vibrant,True
84,asks business case employing neurotypicals,True
85,aba bigoted abusive practice spits face autistic self advocacy movement greater movement always equal sister gay conversion therapy,True
86,diversity inclusion news stereotypes,True
87,close established backing amazing individuals orgs heading new era bigger better yes still staying free resource,True
88,julia bascom leading way autism advocacy says people different kinds brains ok goes step people different brains rights right,True
89,research question nerds pokémon spirit pokémon today,True
90,everyone judging parents absolutely agree least quiet headphones parents children diagnosis walk mile parents shoes assuming lazy parenting,True
91,challenges result fault public ed implicates society recognize validate provide wraparound supports people across life spectrum potshots schools teachers lazy insults,True
92,autistic social justice advocate ive writing threads autism occassionally use twitter kinds things usually special interests also tweet nice opportunity find autistic nd people connect,True
93,late af thing meant april also added adhd cuz want,True
94,harvard health,True
95,lrt cephalopods emblems embraced friends love agile tentacles,True
